Institute,Branch Name,Quota,Category,Seat Pool,Rank,Percentile,Round No,University
Rajarshi Shahu college of Eng,ENTC,HU,OPEN,Gender-Neutral,20234,91.7707151,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,OBC,Gender-Neutral,22299,90.9958615,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,SC,Gender-Neutral,34131,85.9227307,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,ST,Gender-Neutral,121896,29.2444305,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,NT1,Gender-Neutral,29271,88.0751247,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,NT2,Gender-Neutral,20868,91.6480738,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,NT3,Gender-Neutral,23945,90.2424513,1,SPPU
Rajarshi Shahu college of Eng,ENTC,HU,VJ,Gender-Neutral,37954,84.216054,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,OPEN,Gender-Neutral,61983,73.0265619,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,OBC,Gender-Neutral,66767,70.2813361,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,SC,Gender-Neutral,96943,50.8083922,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,ST,Gender-Neutral,86566,58.1382561,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,NT1,Gender-Neutral,101908,47.3478734,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,NT2,Gender-Neutral,71046,67.711928,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,NT3,Gender-Neutral,75058,65.4207881,1,SPPU
Rajarshi Shahu college of Eng,Mechanical,HU,VJ,Gender-Neutral,100423,48.9725355,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,OPEN,Gender-Neutral,32386,86.6965956,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,OBC,Gender-Neutral,39310,83.4300164,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,SC,Gender-Neutral,50254,78.4161664,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,ST,Gender-Neutral,47597,79.7907966,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,NT1,Gender-Neutral,41668,82.4443082,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,NT2,Gender-Neutral,40436,83.2373857,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,NT3,Gender-Neutral,50327,78.4065273,1,SPPU
Rajarshi Shahu college of Eng,Automation and Robotics,HU,VJ,Gender-Neutral,59308,74.1356658,1,SPPU
Modern education society's COE,CS,HU,OPEN,Gender-Neutral,16845,93.2909032,1,SPPU
Modern education society's COE,CS,HU,OBC,Gender-Neutral,18656,92.4862529,1,SPPU
Modern education society's COE,CS,HU,SC,Gender-Neutral,41048,82.869523,1,SPPU
Modern education society's COE,CS,HU,ST,Gender-Neutral,136763,11.119036,1,SPPU
Modern education society's COE,CS,HU,NT1,Gender-Neutral,23878,90.2424513,1,SPPU
Modern education society's COE,CS,HU,NT2,Gender-Neutral,17825,92.8593873,1,SPPU
Modern education society's COE,CS,HU,NT3,Gender-Neutral,17515,93.0452675,1,SPPU
Modern education society's COE,CS,HU,VJ,Gender-Neutral,42787,82.2034564,1,SPPU
Modern education society's COE,ENTC,HU,OPEN,Gender-Neutral,33374,86.1668982,1,SPPU
Modern education society's COE,ENTC,HU,OBC,Gender-Neutral,38462,84.2006246,1,SPPU
Modern education society's COE,ENTC,HU,SC,Gender-Neutral,72708,66.8171727,1,SPPU
Modern education society's COE,ENTC,HU,ST,Gender-Neutral,39350,83.4300164,1,SPPU
Modern education society's COE,ENTC,HU,NT1,Gender-Neutral,57472,75.1476841,1,SPPU
Modern education society's COE,ENTC,HU,NT2,Gender-Neutral,36607,84.740951,1,SPPU
Modern education society's COE,ENTC,HU,NT3,Gender-Neutral,40521,83.2373857,1,SPPU
Modern education society's COE,ENTC,HU,VJ,Gender-Neutral,100599,48.0589023,1,SPPU
Modern education society's COE,Mechanical,HU,OPEN,Gender-Neutral,88061,56.982253,1,SPPU
Modern education society's COE,Mechanical,HU,OBC,Gender-Neutral,108567,42.2969628,1,SPPU
Modern education society's COE,Mechanical,HU,SC,Gender-Neutral,139482,6.5686569,1,SPPU
Modern education society's COE,Mechanical,HU,ST,Gender-Neutral,130444,19.1048437,1,SPPU
Modern education society's COE,Mechanical,HU,NT1,Gender-Neutral,94302,52.7422372,1,SPPU
Modern education society's COE,Mechanical,HU,NT2,Gender-Neutral,118958,32.3660798,1,SPPU
Modern education society's COE,Mechanical,HU,NT3,Gender-Neutral,119982,30.9520229,1,SPPU
Modern education society's COE,Mechanical,HU,VJ,Gender-Neutral,109757,40.6521983,1,SPPU
Modern education society's COE,Automation and Robotics,HU,OPEN,Gender-Neutral,47091,80.0408747,1,SPPU
Modern education society's COE,Automation and Robotics,HU,OBC,Gender-Neutral,55642,75.8958975,1,SPPU
Modern education society's COE,Automation and Robotics,HU,SC,Gender-Neutral,84595,59.8623853,1,SPPU
Modern education society's COE,Automation and Robotics,HU,ST,Gender-Neutral,65805,71.0587355,1,SPPU
Modern education society's COE,Automation and Robotics,HU,NT1,Gender-Neutral,56216,75.3496766,1,SPPU
Modern education society's COE,Automation and Robotics,HU,NT2,Gender-Neutral,60835,73.2701208,1,SPPU
Modern education society's COE,Automation and Robotics,HU,NT3,Gender-Neutral,57744,75.1338688,1,SPPU
Modern education society's COE,Automation and Robotics,HU,VJ,Gender-Neutral,100082,73.2701208,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,OPEN,Gender-Neutral,14704,94.1946157,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,OBC,Gender-Neutral,16935,93.2167123,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,SC,Gender-Neutral,35660,85.2500884,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,ST,Gender-Neutral,113772,36.6068088,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,NT1,Gender-Neutral,32331,86.6965956,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,NT2,Gender-Neutral,30819,87.2543136,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,NT3,Gender-Neutral,20159,91.804929,1,SPPU
Bharti Vidhyapeeth COE,CS,HU,VJ,Gender-Neutral,57799,75.1338688,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,OPEN,Gender-Neutral,39598,83.4053417,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,OBC,Gender-Neutral,41791,82.3346823,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,SC,Gender-Neutral,93909,53.1660451,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,ST,Gender-Neutral,132531,16.3662375,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,NT1,Gender-Neutral,46129,80.6210251,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,NT2,Gender-Neutral,43113,82.0912919,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,NT3,Gender-Neutral,87528,58.0840122,1,SPPU
Bharti Vidhyapeeth COE,ENTC,HU,VJ,Gender-Neutral,43762,81.5104589,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,OPEN,Gender-Neutral,99432,49.4761567,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,OBC,Gender-Neutral,108593,42.2969628,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,SC,Gender-Neutral,132962,15.931529,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,ST,Gender-Neutral,90338,55.7163295,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,NT1,Gender-Neutral,132486,16.9363708,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,NT2,Gender-Neutral,124745,26.0127532,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,NT3,Gender-Neutral,78146,63.6910141,1,SPPU
Bharti Vidhyapeeth COE,Mechanical,HU,VJ,Gender-Neutral,86319,58.5474069,1,SPPU
MMCOE,CS,HU,OPEN,Gender-Neutral,10970,95.7239057,1,SPPU
MMCOE,CS,HU,OBC,Gender-Neutral,15297,93.9473684,1,SPPU
MMCOE,CS,HU,SC,Gender-Neutral,35645,85.2500884,1,SPPU
MMCOE,CS,HU,ST,Gender-Neutral,99259,49.4761567,1,SPPU
MMCOE,CS,HU,NT1,Gender-Neutral,17894,92.8392664,1,SPPU
MMCOE,CS,HU,NT2,Gender-Neutral,16412,93.4566198,1,SPPU
MMCOE,CS,HU,NT3,Gender-Neutral,13715,94.5948987,1,SPPU
MMCOE,CS,HU,VJ,Gender-Neutral,34833,85.4752553,1,SPPU
MMCOE,IT,HU,OPEN,Gender-Neutral,15937,93.641901,1,SPPU
MMCOE,IT,HU,OBC,Gender-Neutral,17867,92.8392664,1,SPPU
MMCOE,IT,HU,SC,Gender-Neutral,45536,80.9858625,1,SPPU
MMCOE,IT,HU,ST,Gender-Neutral,96020,52.2415622,1,SPPU
MMCOE,IT,HU,NT1,Gender-Neutral,28285,88.4658665,1,SPPU
MMCOE,IT,HU,NT2,Gender-Neutral,14410,94.3248312,1,SPPU
MMCOE,IT,HU,NT3,Gender-Neutral,20829,91.6889238,1,SPPU
MMCOE,IT,HU,VJ,Gender-Neutral,38568,84.0516274,1,SPPU
MMCOE,Electrical,HU,OPEN,Gender-Neutral,76826,64.4512569,1,SPPU
MMCOE,Electrical,HU,OBC,Gender-Neutral,85830,58.7124464,1,SPPU
MMCOE,Electrical,HU,SC,Gender-Neutral,132274,17.0292573,1,SPPU
MMCOE,Electrical,HU,ST,Gender-Neutral,102082,46.8567142,1,SPPU
MMCOE,Electrical,HU,NT1,Gender-Neutral,100092,49.0455617,1,SPPU
MMCOE,Electrical,HU,NT2,Gender-Neutral,88910,56.7366842,1,SPPU
MMCOE,Electrical,HU,NT3,Gender-Neutral,93614,53.1660451,1,SPPU
MMCOE,Electrical,HU,VJ,Gender-Neutral,99291,49.4761567,1,SPPU
MMCOE,ENTC,HU,OPEN,Gender-Neutral,28827,88.144407,1,SPPU
MMCOE,ENTC,HU,OBC,Gender-Neutral,35122,85.415737,1,SPPU
MMCOE,ENTC,HU,SC,Gender-Neutral,81156,61.6397637,1,SPPU
MMCOE,ENTC,HU,ST,Gender-Neutral,69126,69.0354573,1,SPPU
MMCOE,ENTC,HU,NT1,Gender-Neutral,60904,73.2701208,1,SPPU
MMCOE,ENTC,HU,NT2,Gender-Neutral,41937,82.3107244,1,SPPU
MMCOE,ENTC,HU,NT3,Gender-Neutral,38769,83.878077,1,SPPU
MMCOE,ENTC,HU,VJ,Gender-Neutral,104231,45.8483896,1,SPPU
MMCOE,Mechanical,HU,OPEN,Gender-Neutral,65808,71.0587355,1,SPPU
MMCOE,Mechanical,HU,OBC,Gender-Neutral,92938,53.8156961,1,SPPU
MMCOE,Mechanical,HU,SC,Gender-Neutral,129991,19.9324831,1,SPPU
MMCOE,Mechanical,HU,ST,Gender-Neutral,122403,28.6046774,1,SPPU
MMCOE,Mechanical,HU,NT1,Gender-Neutral,89554,55.9130075,1,SPPU
MMCOE,Mechanical,HU,NT2,Gender-Neutral,126319,24.1305891,1,SPPU
MMCOE,Mechanical,HU,NT3,Gender-Neutral,69297,68.9337823,1,SPPU
MMCOE,Mechanical,HU,VJ,Gender-Neutral,124875,25.5459544,1,SPPU
MMCOE,AIDS,HU,OPEN,Gender-Neutral,17846,92.8593873,1,SPPU
MMCOE,AIDS,HU,OBC,Gender-Neutral,20137,91.804929,1,SPPU
MMCOE,AIDS,HU,SC,Gender-Neutral,48054,79.7413145,1,SPPU
MMCOE,AIDS,HU,ST,Gender-Neutral,35998,85.1782223,1,SPPU
MMCOE,AIDS,HU,NT1,Gender-Neutral,27546,88.7549097,1,SPPU
MMCOE,AIDS,HU,NT2,Gender-Neutral,19251,92.2256284,1,SPPU
MMCOE,AIDS,HU,NT3,Gender-Neutral,25816,89.4673668,1,SPPU
MMCOE,AIDS,HU,VJ,Gender-Neutral,30650,87.4150328,1,SPPU
DYP School of Eng Lohegaon,CS,HU,OPEN,Gender-Neutral,27084,88.9154021,1,SPPU
DYP School of Eng Lohegaon,CS,HU,OBC,Gender-Neutral,31041,87.2266503,1,SPPU
DYP School of Eng Lohegaon,CS,HU,SC,Gender-Neutral,56761,75.1725431,1,SPPU
DYP School of Eng Lohegaon,CS,HU,ST,Gender-Neutral,47767,79.7807688,1,SPPU
DYP School of Eng Lohegaon,CS,HU,NT1,Gender-Neutral,46111,80.6210251,1,SPPU
DYP School of Eng Lohegaon,CS,HU,NT2,Gender-Neutral,37156,84.4681938,1,SPPU
DYP School of Eng Lohegaon,CS,HU,NT3,Gender-Neutral,27682,88.6736154,1,SPPU
DYP School of Eng Lohegaon,CS,HU,VJ,Gender-Neutral,55898,75.867353,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,OPEN,Gender-Neutral,61256,73.2522683,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,OBC,Gender-Neutral,66092,70.6180504,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,SC,Gender-Neutral,100450,48.9725355,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,ST,Gender-Neutral,122286,28.6046774,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,NT1,Gender-Neutral,95944,52.2415622,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,NT2,Gender-Neutral,62096,72.6119403,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,NT3,Gender-Neutral,79958,62.4868401,1,SPPU
DYP School of Eng Lohegaon,ENTC,HU,VJ,Gender-Neutral,121301,29.4111028,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,OPEN,Gender-Neutral,131251,18.4453326,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,OBC,Gender-Neutral,133388,15.6886806,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,SC,Gender-Neutral,139715,6.2955526,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,ST,Gender-Neutral,136640,11.1520155,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,NT1,Gender-Neutral,132533,16.3662375,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,NT2,Gender-Neutral,121449,29.3464077,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,NT3,Gender-Neutral,118133,32.6609746,1,SPPU
DYP School of Eng Lohegaon,Mechanical,HU,VJ,Gender-Neutral,140627,4.9855138,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,OPEN,Gender-Neutral,36723,84.5158411,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,OBC,Gender-Neutral,40223,83.2892137,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,SC,Gender-Neutral,65143,71.2687819,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,ST,Gender-Neutral,40139,83.348395,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,NT1,Gender-Neutral,43605,81.5104589,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,NT2,Gender-Neutral,42956,82.1650299,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,NT3,Gender-Neutral,37737,84.3950599,1,SPPU
DYP School of Eng Lohegaon,AIDS,HU,VJ,Gender-Neutral,73031,66.6716379,1,SPPU
Sinhgad COE,Bio Technology,HU,OPEN,Gender-Neutral,87513,58.0840122,1,SPPU
Sinhgad COE,Bio Technology,HU,OBC,Gender-Neutral,99356,49.4761567,1,SPPU
Sinhgad COE,Bio Technology,HU,SC,Gender-Neutral,94576,52.7422372,1,SPPU
Sinhgad COE,Bio Technology,HU,ST,Gender-Neutral,119024,32.3095051,1,SPPU
Sinhgad COE,Bio Technology,HU,NT1,Gender-Neutral,123116,27.6545345,1,SPPU
Sinhgad COE,Bio Technology,HU,NT2,Gender-Neutral,119067,32.3095051,1,SPPU
Sinhgad COE,Bio Technology,HU,NT3,Gender-Neutral,84179,59.9156802,1,SPPU
Sinhgad COE,Bio Technology,HU,VJ,Gender-Neutral,112580,38.8357386,1,SPPU
Sinhgad COE,Civil,HU,OPEN,Gender-Neutral,127911,22.0314735,1,SPPU
Sinhgad COE,Civil,HU,OBC,Gender-Neutral,134966,13.3235504,1,SPPU
Sinhgad COE,Civil,HU,SC,Gender-Neutral,141716,2.9795687,1,SPPU
Sinhgad COE,Civil,HU,ST,Gender-Neutral,131902,17.7025465,1,SPPU
Sinhgad COE,Civil,HU,NT1,Gender-Neutral,106187,43.5071268,1,SPPU
Sinhgad COE,Civil,HU,NT2,Gender-Neutral,142345,1.8963766,1,SPPU
Sinhgad COE,Civil,HU,NT3,Gender-Neutral,138919,7.6246225,1,SPPU
Sinhgad COE,Civil,HU,VJ,Gender-Neutral,118403,32.4663078,1,SPPU
Sinhgad COE,CS,HU,OPEN,Gender-Neutral,14093,94.3991892,1,SPPU
Sinhgad COE,CS,HU,OBC,Gender-Neutral,16698,93.3857089,1,SPPU
Sinhgad COE,CS,HU,SC,Gender-Neutral,33373,86.1668982,1,SPPU
Sinhgad COE,CS,HU,ST,Gender-Neutral,91236,55.2985075,1,SPPU
Sinhgad COE,CS,HU,NT1,Gender-Neutral,14800,94.1219394,1,SPPU
Sinhgad COE,CS,HU,NT2,Gender-Neutral,16147,93.5395473,1,SPPU
Sinhgad COE,CS,HU,NT3,Gender-Neutral,14212,94.3894513,1,SPPU
Sinhgad COE,CS,HU,VJ,Gender-Neutral,40730,83.1704016,1,SPPU
Sinhgad COE,IT,HU,OPEN,Gender-Neutral,17746,92.8619655,1,SPPU
Sinhgad COE,IT,HU,OBC,Gender-Neutral,18585,92.4956109,1,SPPU
Sinhgad COE,IT,HU,SC,Gender-Neutral,46114,80.6210251,1,SPPU
Sinhgad COE,IT,HU,ST,Gender-Neutral,129942,19.9324831,1,SPPU
Sinhgad COE,IT,HU,NT1,Gender-Neutral,31504,87.0556299,1,SPPU
Sinhgad COE,IT,HU,NT2,Gender-Neutral,19670,92.1314889,1,SPPU
Sinhgad COE,IT,HU,NT3,Gender-Neutral,19898,92.0788066,1,SPPU
Sinhgad COE,IT,HU,VJ,Gender-Neutral,41570,82.4443082,1,SPPU
Sinhgad COE,ENTC,HU,OPEN,Gender-Neutral,36330,85.1488129,1,SPPU
Sinhgad COE,ENTC,HU,OBC,Gender-Neutral,40379,83.2892137,1,SPPU
Sinhgad COE,ENTC,HU,SC,Gender-Neutral,92227,54.6296296,1,SPPU
Sinhgad COE,ENTC,HU,ST,Gender-Neutral,126643,23.8907594,1,SPPU
Sinhgad COE,ENTC,HU,NT1,Gender-Neutral,47392,79.8081214,1,SPPU
Sinhgad COE,ENTC,HU,NT2,Gender-Neutral,41507,82.4443082,1,SPPU
Sinhgad COE,ENTC,HU,NT3,Gender-Neutral,41855,82.3346823,1,SPPU
Sinhgad COE,ENTC,HU,VJ,Gender-Neutral,85898,58.7124464,1,SPPU
Sinhgad COE,Chemical,HU,OPEN,Gender-Neutral,92341,54.6296296,1,SPPU
Sinhgad COE,Chemical,HU,OBC,Gender-Neutral,107397,42.9215913,1,SPPU
Sinhgad COE,Chemical,HU,SC,Gender-Neutral,136707,11.119036,1,SPPU
Sinhgad COE,Chemical,HU,ST,Gender-Neutral,103302,46.1690466,1,SPPU
Sinhgad COE,Chemical,HU,NT1,Gender-Neutral,117088,33.8201786,1,SPPU
Sinhgad COE,Chemical,HU,NT2,Gender-Neutral,118173,32.6609746,1,SPPU
Sinhgad COE,Chemical,HU,NT3,Gender-Neutral,92653,54.0043616,1,SPPU
Sinhgad COE,Chemical,HU,VJ,Gender-Neutral,134737,13.6087239,1,SPPU
Sinhgad COE,Mechanical,HU,OPEN,Gender-Neutral,98835,49.5548073,1,SPPU
Sinhgad COE,Mechanical,HU,OBC,Gender-Neutral,112738,38.8357386,1,SPPU
Sinhgad COE,Mechanical,HU,SC,Gender-Neutral,139286,7.2570822,1,SPPU
Sinhgad COE,Mechanical,HU,ST,Gender-Neutral,127443,22.9499823,1,SPPU
Sinhgad COE,Mechanical,HU,NT1,Gender-Neutral,116756,34.1365462,1,SPPU
Sinhgad COE,Mechanical,HU,NT2,Gender-Neutral,106812,43.224841,1,SPPU
Sinhgad COE,Mechanical,HU,NT3,Gender-Neutral,118304,32.6609746,1,SPPU
Sinhgad COE,Mechanical,HU,VJ,Gender-Neutral,138954,7.6246225,1,SPPU
Sinhgad SKNCOE,CS,HU,OPEN,Gender-Neutral,20172,91.7707151,1,SPPU
Sinhgad SKNCOE,CS,HU,OBC,Gender-Neutral,22557,90.8627157,1,SPPU
Sinhgad SKNCOE,CS,HU,SC,Gender-Neutral,51015,78.3308876,1,SPPU
Sinhgad SKNCOE,CS,HU,ST,Gender-Neutral,141278,3.8430355,1,SPPU
Sinhgad SKNCOE,CS,HU,NT1,Gender-Neutral,33621,86.1075077,1,SPPU
Sinhgad SKNCOE,CS,HU,NT2,Gender-Neutral,22936,90.683425,1,SPPU
Sinhgad SKNCOE,CS,HU,NT3,Gender-Neutral,23295,90.5702023,1,SPPU
Sinhgad SKNCOE,CS,HU,VJ,Gender-Neutral,49717,78.7120349,1,SPPU
Sinhgad SKNCOE,IT,HU,OPEN,Gender-Neutral,22570,90.8627157,1,SPPU
Sinhgad SKNCOE,IT,HU,OBC,Gender-Neutral,23172,90.6234798,1,SPPU
Sinhgad SKNCOE,IT,HU,SC,Gender-Neutral,54796,76.6166542,1,SPPU
Sinhgad SKNCOE,IT,HU,ST,Gender-Neutral,86971,58.1195238,1,SPPU
Sinhgad SKNCOE,IT,HU,NT1,Gender-Neutral,42473,82.2266135,1,SPPU
Sinhgad SKNCOE,IT,HU,NT2,Gender-Neutral,23918,90.2424513,1,SPPU
Sinhgad SKNCOE,IT,HU,NT3,Gender-Neutral,24612,89.9938688,1,SPPU
Sinhgad SKNCOE,IT,HU,VJ,Gender-Neutral,50611,78.3430016,1,SPPU
Sinhgad SKNCOE,ENTC,HU,OPEN,Gender-Neutral,48972,79.3939394,1,SPPU
Sinhgad SKNCOE,ENTC,HU,OBC,Gender-Neutral,53779,76.839044,1,SPPU
Sinhgad SKNCOE,ENTC,HU,SC,Gender-Neutral,108337,42.4233825,1,SPPU
Sinhgad SKNCOE,ENTC,HU,ST,Gender-Neutral,107761,42.5955447,1,SPPU
Sinhgad SKNCOE,ENTC,HU,NT1,Gender-Neutral,58327,74.8671904,1,SPPU
Sinhgad SKNCOE,ENTC,HU,NT2,Gender-Neutral,52209,77.7994669,1,SPPU
Sinhgad SKNCOE,ENTC,HU,NT3,Gender-Neutral,51546,78.067557,1,SPPU
Sinhgad SKNCOE,ENTC,HU,VJ,Gender-Neutral,108633,42.2969628,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,OPEN,Gender-Neutral,136106,11.6574699,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,OBC,Gender-Neutral,140848,4.7070842,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,SC,Gender-Neutral,138918,7.6246225,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,ST,Gender-Neutral,137130,10.6046914,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,NT1,Gender-Neutral,140620,4.9855138,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,NT2,Gender-Neutral,138785,7.7366255,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,NT3,Gender-Neutral,138952,7.6246225,1,SPPU
Sinhgad SKNCOE,Mechanical,HU,VJ,Gender-Neutral,130880,18.8110994,1,SPPU
NBN Sinhgad School of Eng,CS,HU,OPEN,Gender-Neutral,25615,89.5398277,1,SPPU
NBN Sinhgad School of Eng,CS,HU,OBC,Gender-Neutral,26732,89.0822549,1,SPPU
NBN Sinhgad School of Eng,CS,HU,SC,Gender-Neutral,66359,70.5106049,1,SPPU
NBN Sinhgad School of Eng,CS,HU,ST,Gender-Neutral,130350,19.1048437,1,SPPU
NBN Sinhgad School of Eng,CS,HU,NT1,Gender-Neutral,54187,76.7693871,1,SPPU
NBN Sinhgad School of Eng,CS,HU,NT2,Gender-Neutral,28968,88.0989788,1,SPPU
NBN Sinhgad School of Eng,CS,HU,NT3,Gender-Neutral,30285,87.5456222,1,SPPU
NBN Sinhgad School of Eng,CS,HU,VJ,Gender-Neutral,64321,71.4000828,1,SPPU
NBN Sinhgad School of Eng,IT,HU,OPEN,Gender-Neutral,27245,88.8621945,1,SPPU
NBN Sinhgad School of Eng,IT,HU,OBC,Gender-Neutral,27681,88.6736154,1,SPPU
NBN Sinhgad School of Eng,IT,HU,SC,Gender-Neutral,74065,66.3914919,1,SPPU
NBN Sinhgad School of Eng,IT,HU,ST,Gender-Neutral,70817,67.9544349,1,SPPU
NBN Sinhgad School of Eng,IT,HU,NT1,Gender-Neutral,69404,68.9337823,1,SPPU
NBN Sinhgad School of Eng,IT,HU,NT2,Gender-Neutral,33894,86.039254,1,SPPU
NBN Sinhgad School of Eng,IT,HU,NT3,Gender-Neutral,28517,88.2793393,1,SPPU
NBN Sinhgad School of Eng,IT,HU,VJ,Gender-Neutral,37412,84.4304792,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,OPEN,Gender-Neutral,101906,47.3478734,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,OBC,Gender-Neutral,113616,37.1297299,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,SC,Gender-Neutral,139347,7.2152396,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,ST,Gender-Neutral,135613,12.6949825,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,NT1,Gender-Neutral,118930,32.3660798,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,NT2,Gender-Neutral,136836,11.0960605,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,NT3,Gender-Neutral,125840,24.8864926,1,SPPU
NBN Sinhgad School of Eng,Electrical,HU,VJ,Gender-Neutral,104438,45.6445719,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,OPEN,Gender-Neutral,53655,76.8406961,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,OBC,Gender-Neutral,58116,75.0737739,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,SC,Gender-Neutral,114610,36.3578395,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,ST,Gender-Neutral,47772,79.7807688,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,NT1,Gender-Neutral,70848,67.9544349,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,NT2,Gender-Neutral,58633,74.4658288,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,NT3,Gender-Neutral,63658,71.6671025,1,SPPU
NBN Sinhgad School of Eng,ENTC,HU,VJ,Gender-Neutral,106399,43.5071268,1,SPPU
SITS Narhe,CS,HU,OPEN,Gender-Neutral,27406,88.8028432,1,SPPU
SITS Narhe,CS,HU,OBC,Gender-Neutral,29365,88.0695638,1,SPPU
SITS Narhe,CS,HU,SC,Gender-Neutral,63142,71.9809302,1,SPPU
SITS Narhe,CS,HU,ST,Gender-Neutral,140883,4.2487592,1,SPPU
SITS Narhe,CS,HU,NT1,Gender-Neutral,46150,80.6210251,1,SPPU
SITS Narhe,CS,HU,NT2,Gender-Neutral,35085,85.415737,1,SPPU
SITS Narhe,CS,HU,NT3,Gender-Neutral,28545,88.2793393,1,SPPU
SITS Narhe,CS,HU,VJ,Gender-Neutral,58099,75.0737739,1,SPPU
SITS Narhe,IT,HU,OPEN,Gender-Neutral,31323,87.0718315,1,SPPU
SITS Narhe,IT,HU,OBC,Gender-Neutral,32076,86.8453057,1,SPPU
SITS Narhe,IT,HU,SC,Gender-Neutral,72700,66.8171727,1,SPPU
